         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.005    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1021(SafeEval)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        2    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        2    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1879(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1921(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1987(suppress_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.011    0.011 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       10    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        3    0.000    0.000    0.002    0.001 warnings.py:130(filterwarnings)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       31    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1112(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1252(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1346(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1689(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1913(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1972(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2401(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2472(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:254(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2559(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2772(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:509(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:663(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:969(RadioButtons)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
     2905    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x909780}
       46    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      403    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    65/21    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      100    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       16    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      351    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     2526    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       22    0.002    0.000    0.002    0.000 {built-in method _imp.create_builtin}
       34    0.036    0.001    0.042    0.001 {built-in method _imp.create_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    34/29    0.004    0.000    0.014    0.000 {built-in method _imp.exec_dynamic}
      114    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      397    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2526    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       29    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       61    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      194    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      140    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      127    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      867    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1774    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       15    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1392/1298    0.044    0.000    0.171    0.000 {built-in method builtins.__build_class__}
   397/17    0.002    0.000    1.008    0.059 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      114    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      989    0.003    0.000    0.010    0.000 {built-in method builtins.any}
     2464    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      317    0.041    0.000    0.041    0.000 {built-in method builtins.compile}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.003    0.000    0.003    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.002    0.000    0.008    0.000 {built-in method builtins.eval}
    709/1    0.010    0.000    1.119    1.119 {built-in method builtins.exec}
    13564    0.011    0.000    0.011    0.000 {built-in method builtins.getattr}
      531    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     5552    0.004    0.000    0.004    0.000 {built-in method builtins.hasattr}
    34/29    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      213    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    36229    0.011    0.000    0.012    0.000 {built-in method builtins.isinstance}
      741    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      110    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
64499/63457    0.012    0.000    0.013    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1085    0.002    0.000    0.004    0.000 {built-in method builtins.max}
    21272    0.009    0.000    0.009    0.000 {built-in method builtins.min}
       79    0.000    0.000    0.003    0.000 {built-in method builtins.next}
     2226    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      131    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4219    0.004    0.000    0.006    0.000 {built-in method builtins.setattr}
      449    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
       85    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1054    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      172    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method gc.collect}
      351    0.022    0.000    0.022    0.000 {built-in method io.open_code}
       30    0.002    0.000    0.002    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      351    0.132    0.000    0.132    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       61    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      524    0.003    0.000    0.003    0.000 {built-in method numpy.array}
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
  500/317    0.002    0.000    0.010    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     2007    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       94    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       40    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.003    0.003    0.003    0.003 {built-in method posix.read}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1674    0.019    0.000    0.019    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
       91    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       53    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      243    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
