         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1787(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1813(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:313(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:363(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:442(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:525(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:614(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:746(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:913(AuxTransformBox)
        1    0.000    0.000    0.001    0.001 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       25    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       31    0.000    0.000    0.000    0.000 os.py:748(encode)
        9    0.000    0.000    0.000    0.000 os.py:752(decode)
       12    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.020    0.020 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      317    0.000    0.000    0.000    0.000 overrides.py:112(array_function_dispatch)
      317    0.003    0.000    0.086    0.000 overrides.py:154(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.005    0.000 overrides.py:200(decorator)
      287    0.003    0.000    0.011    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       46    0.000    0.000    0.000    0.000 parse.py:110(_noop)
       46    0.000    0.000    0.000    0.000 parse.py:121(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:138(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:146(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:154(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:191(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:221(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:326(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:339(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:345(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:358(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:364(_fix_result_transcoding)
       23    0.000    0.000    0.000    0.000 parse.py:377(urlparse)
       15    0.000    0.000    0.000    0.000 parse.py:410(_checknetloc)
       23    0.000    0.000    0.000    0.000 parse.py:428(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.013    0.013 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.019    0.019 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1054(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1145(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1212(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1314(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1416(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1445(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1528(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1572(Arc)
        6    0.000    0.000    0.001    0.000 patches.py:1853(_pprint_table)
      204    0.000    0.000    0.000    0.000 patches.py:1857(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1858(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1864(<listcomp>)
        6    0.000    0.000    0.006    0.001 patches.py:1872(_pprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1896(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1905(_Style)
       56    0.000    0.000    0.000    0.000 patches.py:1961(_register_style)
        1    0.000    0.000    0.001    0.001 patches.py:1969(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:2005(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2054(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2083(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2105(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2143(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2158(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2208(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2270(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2323(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2421(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2455(FancyBboxPatch)
        1    0.000    0.000    0.001    0.001 patches.py:2705(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2747(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2760(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2831(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2867(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2905(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2967(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3061(Bar)
        1    0.000    0.000    0.003    0.003 patches.py:3151(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3190(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3269(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3400(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3409(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3428(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3447(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3466(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3486(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3506(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3526(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3603(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3637(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3659(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3681(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3709(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3791(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3881(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3936(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4326(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:674(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:843(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:932(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:957(Polygon)
        1    0.000    0.000    0.002    0.002 path.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       19    0.000    0.000    0.001    0.000 path.py:96(__init__)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1002(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1012(PureWindowsPath)
        4    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1025(Path)
       18    0.000    0.000    0.001    0.000 pathlib.py:1039(__new__)
       22    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
        6    0.000    0.000    0.000    0.000 pathlib.py:1098(home)
        5    0.000    0.000    0.000    0.000 pathlib.py:1193(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        3    0.000    0.000    0.000    0.000 pathlib.py:1281(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        5    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1569(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:285(_PosixFlavour)
       24    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
        6    0.000    0.000    0.000    0.000 pathlib.py:374(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:510(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:526(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:557(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:601(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:629(PurePath)
       22    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
       22    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
       18    0.000    0.000    0.001    0.000 pathlib.py:678(_from_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:691(_from_parsed_parts)
       11    0.000    0.000    0.000    0.000 pathlib.py:701(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
       20    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        8    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        4    0.000    0.000    0.000    0.000 pathlib.py:933(__truediv__)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        2    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        1    0.000    0.000    0.009    0.009 platform.py:3(<module>)
        1    0.000    0.000    0.009    0.009 platform.py:604(_syscmd_uname)
        1    0.000    0.000    0.009    0.009 platform.py:747(uname)
        1    0.000    0.000    0.009    0.009 platform.py:885(system)
        2    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:111(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:163(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:186(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:209(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:249(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:349(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:394(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:440(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:499(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:654(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:708(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:72(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:774(PolarAxes)
        2    0.000    0.000    0.005    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:61(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:65(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:82(PolyBase)
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       38    0.000    0.000    0.000    0.000 posixpath.py:131(splitdrive)
       26    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        3    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       28    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       49    0.000    0.000    0.001    0.000 posixpath.py:334(normpath)
       27    0.000    0.000    0.001    0.000 posixpath.py:372(abspath)
      744    0.000    0.000    0.001    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      558    0.001    0.000    0.002    0.000 posixpath.py:60(isabs)
      157    0.001    0.000    0.001    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.006    0.006 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:110(contextlib_nullcontext)
       25    0.000    0.000    0.008    0.000 pyparsing.py:1283(_trim_arity)
       24    0.000    0.000    0.008    0.000 pyparsing.py:1291(extract_stack)
       42    0.000    0.000    0.001    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      233    0.002    0.000    0.002    0.000 pyparsing.py:1394(__init__)
      410    0.001    0.000    0.009    0.000 pyparsing.py:1417(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1446(setName)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1461(setResultsName)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1484(_setResultsName)
       21    0.000    0.000    0.008    0.000 pyparsing.py:1512(setParseAction)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1561(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1637(postParse)
   260/11    0.002    0.000    0.006    0.001 pyparsing.py:1641(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1742(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1765(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1766(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1771(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1774(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1782(clear)
     72/4    0.001    0.000    0.003    0.001 pyparsing.py:1829(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1854(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1860(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
       11    0.000    0.000    0.008    0.001 pyparsing.py:1895(parseString)
       66    0.000    0.000    0.003    0.000 pyparsing.py:2124(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2162(__radd__)
        3    0.000    0.000    0.001    0.000 pyparsing.py:2201(__mul__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2229(<genexpr>)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:2256(makeOptionalList)
       16    0.000    0.000    0.001    0.000 pyparsing.py:2278(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2353(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2400(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2420(suppress)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2436(setWhitespaceChars)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2531(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2537(streamline)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2583(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.001    0.001    0.050    0.050 pyparsing.py:27(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2775(_PendingSkip)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2808(Token)
       83    0.000    0.000    0.001    0.000 pyparsing.py:2812(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2819(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2826(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2840(Literal)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       36    0.000    0.000    0.001    0.000 pyparsing.py:2854(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2879(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2880(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2888(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2966(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2989(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3002(CloseMatch)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3071(Word)
       10    0.000    0.000    0.006    0.001 pyparsing.py:3124(__init__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3128(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3209(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3217(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3230(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3240(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3254(Regex)
       27    0.000    0.000    0.018    0.001 pyparsing.py:3278(__init__)
       37    0.000    0.000    0.001    0.000 pyparsing.py:3323(parseImpl)
       54    0.000    0.000    0.001    0.000 pyparsing.py:3354(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3394(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3545(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3565(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3606(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3620(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3654(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3657(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3659(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3690(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3691(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3697(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3723(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3745(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3754(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3758(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3774(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3778(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3789(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3792(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3796(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3806(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3827(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(ParseExpression)
       83    0.001    0.000    0.002    0.000 pyparsing.py:3854(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3866(<genexpr>)
     56/9    0.000    0.000    0.008    0.001 pyparsing.py:3881(leaveWhitespace)
       56    0.000    0.000    0.005    0.000 pyparsing.py:3885(<listcomp>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3912(streamline)
   114/56    0.000    0.000    0.007    0.000 pyparsing.py:3952(copy)
   114/56    0.000    0.000    0.006    0.000 pyparsing.py:3954(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3971(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3989(_ErrorStop)
       67    0.001    0.000    0.003    0.000 pyparsing.py:3995(__init__)
      158    0.000    0.000    0.000    0.000 pyparsing.py:4009(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4014(streamline)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4029(<genexpr>)
    63/11    0.000    0.000    0.006    0.001 pyparsing.py:4032(parseImpl)
    34/26    0.000    0.000    0.001    0.000 pyparsing.py:4069(__str__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4074(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4079(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4202(MatchFirst)
       16    0.000    0.000    0.001    0.000 pyparsing.py:4219(__init__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4222(<genexpr>)
      9/3    0.000    0.000    0.001    0.000 pyparsing.py:4226(streamline)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4229(<genexpr>)
    24/12    0.000    0.000    0.002    0.000 pyparsing.py:4232(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4266(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4288(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4421(ParseElementEnhance)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4425(__init__)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4443(parseImpl)
     32/9    0.000    0.000    0.010    0.001 pyparsing.py:4449(leaveWhitespace)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4468(streamline)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4500(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4535(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:456(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:461(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4610(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4633(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4645(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4654(_MultipleMatch)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4663(stopOn)
       20    0.000    0.000    0.003    0.000 pyparsing.py:4669(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4712(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4738(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4747(ZeroOrMore)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4758(__init__)
       18    0.000    0.000    0.002    0.000 pyparsing.py:4762(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4768(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4778(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4785(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:482(RecursiveGrammarException)
       25    0.000    0.000    0.001    0.000 pyparsing.py:4824(__init__)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4830(parseImpl)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4844(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4853(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4911(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:492(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:493(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4971(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5077(TokenConverter)
       27    0.000    0.000    0.001    0.000 pyparsing.py:5081(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5085(Combine)
